Score	CPUt	H_en	H_EN	H_wg	H_IWG	H_EWG	H_ptc	H_PTC	H_ci	H_CI	H_hh	H_HH	H_PH	kappa_WGen	kappa_CNen	kappa_CNwg	kappa_CIwg	kappa_WGwg	kappa_CNptc	kappa_CIptc	kappa_Bci	kappa_ENci	kappa_ENhh	kappa_CNhh	kappa_PTCCI	kappa_PTCHH	nu_CNen	nu_CNwg	nu_CIwg	nu_WGwg	nu_WGen	nu_CNptc	nu_CIptc	nu_Bci	nu_ENci	nu_ENhh	nu_CNhh	nu_PTCCI	alpha_CIwg	alpha_WGwg	r_ExoWG	r_EndoWG	r_MxferWG	r_LMxferWG	r_LMxferPTC	r_LMxferHH	C_CI	PTC_0	HH_0
0.0262929	123.775	69.0156	31.1876	91.0462	8.21029	8.40795	46.333	77.2837	86.7859	73.2059	22.1943	26.2621	95.3002	0.00325402	0.00180922	0.0065133	0.103684	0.00520176	0.362498	0.00137256	0.0988932	0.00137276	0.0366558	0.00281551	0.00216371	0.161182	6.57632	8.03247	6.77606	8.90143	1.82375	4.84511	8.94423	1.20955	6.83165	1.71137	3.96569	5.73889	7.42554	9.02921	0.00219248	0.0100613	0.00377166	0.00104441	0.895147	0.204275	0.333079	227.947	209.225
0.0263003	500.849	52.8031	40.4224	39.8021	88.361	5.58527	5.15111	30.7835	24.7278	7.8409	84.5873	78.3533	81.3648	0.0228505	0.00784383	0.0128127	0.319535	0.00812415	0.567476	0.38246	0.332166	0.010359	0.0139078	0.00346449	0.00193345	0.213603	5.98578	4.94682	1.90774	6.19937	9.6254	6.54519	1.37403	4.62059	7.90675	6.86815	2.71417	7.0235	1.60537	8.61805	0.115471	0.173274	0.00128841	0.00936148	0.952408	0.244885	0.0134717	271.778	442.14
0.0263481	35.3531	65.1558	67.0102	90.134	9.81253	30.2411	83.5189	99.2945	59.3893	58.0935	65.5464	10.2357	97.2738	0.2973	0.00388146	0.00452399	0.00641292	0.318848	0.0432314	0.00164238	0.00515602	0.0337489	0.0686424	0.116719	0.00125084	0.298707	8.88687	7.68654	4.95355	5.14259	9.66854	7.77645	2.11471	8.17386	5.2554	4.1838	5.54998	1.58066	9.91479	8.57614	0.0351882	0.00398701	0.328961	0.701694	0.0133083	0.52507	0.111803	3.1706	50.5527
0.026391	914.348	12.5304	56.6614	30.5441	62.2981	66.7035	84.1643	18.7029	46.804	50.0731	65.3262	67.1498	23.5046	0.00870075	0.00137097	0.0132442	0.00162189	0.433102	0.101979	0.00436017	0.0225635	0.0211391	0.550918	0.236027	0.00128752	0.12472	1.21122	8.64705	8.1279	4.87279	9.51423	7.15698	4.08718	1.35926	4.43192	8.47023	6.50051	8.68862	3.61082	8.86226	0.00208975	0.00569402	0.0227744	0.739604	0.826012	0.314833	0.0336247	845.875	73.1844
0.0264122	310.421	93.6328	57.7372	56.7263	88.599	61.5628	97.5696	27.5715	25.0773	50.6483	89.8003	9.28537	47.3719	0.0330915	0.0463189	0.0494181	0.00115155	0.361627	0.110027	0.00616832	0.00208765	0.0140957	0.00364796	0.00135143	0.0185794	0.690525	7.86476	5.67475	1.17774	6.80422	4.15207	2.96111	8.96961	5.84019	5.35839	2.99661	6.04654	1.74878	2.17193	8.69822	0.00283879	0.00364862	0.0258637	0.0477888	0.499742	0.761351	0.842482	7.5162	187.086
0.0264125	32.74	51.7396	88.2192	70.5969	72.9277	25.5731	66.5859	36.9842	85.4301	86.568	43.7679	36.4944	88.8993	0.0456103	0.00141162	0.00106838	0.0896571	0.0530742	0.255943	0.969509	0.0758272	0.00997201	0.00399283	0.0650695	0.0562918	0.0374677	4.18225	5.82696	2.81474	7.34125	2.81882	1.55853	1.65494	4.19047	7.40303	8.95294	8.12862	7.72863	1.40406	8.1915	0.0854596	0.0221109	0.00713698	0.00449216	0.502179	0.0196475	0.00147231	1.19902	23.9579
0.0264356	622.016	82.706	58.0314	79.3563	41.5332	21.9763	43.4779	96.2412	75.5623	25.8298	25.9363	68.0244	98.9135	0.00310251	0.00600006	0.0817915	0.533094	0.360941	0.577157	0.00140606	0.207934	0.00389647	0.0896294	0.0589662	0.124144	0.310947	6.84737	3.48044	5.62382	4.14107	9.05459	2.57925	8.99833	4.40159	3.68693	2.81257	3.86999	8.31774	1.36783	8.83052	0.0148797	0.0312105	0.00163695	0.00282908	0.00258849	0.0258096	0.855964	43.1733	9.5142
0.0264689	703.492	14.0109	78.6155	16.2099	9.87402	61.7722	18.4542	20.4704	22.4377	82.7188	7.26651	14.979	81.3614	0.00139108	0.00724278	0.00171521	0.133902	0.043731	0.0639286	0.42035	0.0194189	0.165188	0.00117735	0.0558506	0.380016	0.115012	9.46313	5.50676	5.54221	4.19129	9.4198	6.21929	4.85013	5.58809	3.72053	6.86698	8.25749	6.8083	2.47214	7.8872	0.00733622	0.0319338	0.0012704	0.058607	0.997556	0.0145854	0.286683	544.924	571.855
0.0264716	368.261	85.1946	86.2862	8.42532	87.8533	12.7568	38.4386	94.5231	42.1135	53.437	63.0621	31.5217	37.6823	0.112873	0.176195	0.21104	0.378895	0.226984	0.78512	0.0449864	0.0108446	0.0897954	0.324382	0.040016	0.0112588	0.00567363	5.1166	9.30489	2.56794	4.95278	5.61618	1.52282	9.07792	1.37454	8.38263	8.27379	5.59691	6.78577	2.09022	8.32895	0.0032031	0.00306652	0.294984	0.0971041	0.28644	0.00199196	0.373996	17.0483	1.32433
0.0265206	116.593	25.658	95.8075	82.8083	92.3103	9.20193	7.77508	23.307	89.7154	27.4027	29.4416	89.7422	42.4808	0.00443601	0.00381695	0.00249348	0.0022025	0.0824833	0.159214	0.448593	0.432654	0.0010041	0.076302	0.0160278	0.00964114	0.0202324	9.24613	3.38735	5.04141	6.38611	6.1811	5.89467	9.51291	8.57495	3.46805	7.40793	7.70375	5.71042	8.27879	7.85132	0.0606623	0.0213918	0.0061568	0.041999	0.0113167	0.102117	0.00177906	1.18332	19.3855
