Score	CPUt	H_en	H_EN	H_wg	H_IWG	H_EWG	H_ptc	H_PTC	H_ci	H_CI	H_hh	H_HH	H_PH	kappa_WGen	kappa_CNen	kappa_CNwg	kappa_CIwg	kappa_WGwg	kappa_CNptc	kappa_CIptc	kappa_Bci	kappa_ENci	kappa_ENhh	kappa_CNhh	kappa_PTCCI	kappa_PTCHH	nu_CNen	nu_CNwg	nu_CIwg	nu_WGwg	nu_WGen	nu_CNptc	nu_CIptc	nu_Bci	nu_ENci	nu_ENhh	nu_CNhh	nu_PTCCI	alpha_CIwg	alpha_WGwg	r_ExoWG	r_EndoWG	r_MxferWG	r_LMxferWG	r_LMxferPTC	r_LMxferHH	C_CI	PTC_0	HH_0
0.0298844	653.504	83.0059	95.056	68.3944	88.4192	9.96739	25.0409	79.2911	28.2284	10.4227	94.5639	69.5049	6.48912	0.00220433	0.0131164	0.12604	0.0282386	0.430078	0.0927371	0.0204647	0.261456	0.0196247	0.00411344	0.164165	0.0039384	0.0253686	8.00214	8.41023	1.30611	7.4742	6.28471	1.88529	3.80354	7.95645	9.31583	9.42056	9.81256	6.49271	1.12557	9.36427	0.113778	0.966868	0.00137958	0.00215318	0.00667216	0.00128093	0.252012	24.0488	26.7939
0.030084	470.084	25.26	85.31	9.89176	45.3158	15.1688	51.1228	80.6313	90.9695	41.5213	47.8401	79.6241	50.6304	0.0467678	0.0021248	0.00181643	0.0646264	0.293151	0.158283	0.00388815	0.740265	0.00548808	0.0666073	0.00250831	0.0120721	0.579798	7.16675	3.47768	5.41815	5.58554	5.23714	2.69625	6.71683	4.04384	3.67247	9.6399	7.24689	2.70678	8.51559	4.21502	0.0095283	0.00233641	0.00405663	0.0018199	0.00654155	0.364855	0.244173	3.27477	3.0478
0.0300914	906.164	30.8015	16.9641	80.3621	26.2556	47.6548	40.3392	63.5787	37.868	35.9313	49.724	85.1688	58.075	0.00276802	0.00189036	0.043391	0.194389	0.0180552	0.0720885	0.0926452	0.00132589	0.00302515	0.00135978	0.00214057	0.0491306	0.00112008	3.64737	3.83494	9.92703	6.41138	4.07362	3.35065	7.83755	1.87337	5.13645	1.02158	1.88416	5.11444	4.24686	4.11825	0.045706	0.00191889	0.00506927	0.0572392	0.881419	0.148592	0.247347	731.624	7.04635
0.0302664	413.043	27.1888	42.4903	75.8953	83.4845	34.3403	17.3241	96.35	44.6604	72.851	15.5974	52.116	43.534	0.401488	0.0269358	0.044404	0.0314663	0.445449	0.0186955	0.0322581	0.845195	0.0170584	0.00309027	0.03598	0.00231415	0.00382846	4.72493	6.29571	3.84606	4.68915	8.55584	2.19139	5.16045	2.63838	8.85169	2.44742	1.29751	3.74629	2.73497	5.11669	0.00312507	0.0225186	0.0766027	0.0704203	0.21463	0.0405433	0.220951	202.297	210.884
0.0309818	342.59	83.902	58.8463	98.9532	99.2948	25.0287	89.9984	58.8488	68.5896	46.82	63.076	49.2062	15.3188	0.00214806	0.00820344	0.0284165	0.311753	0.167391	0.107341	0.00657061	0.0224933	0.0104154	0.072478	0.00212508	0.00246084	0.209137	2.61287	8.85753	9.5357	7.68718	9.54713	2.39753	3.91867	8.1126	3.22716	4.40797	8.33756	6.87229	1.96156	3.93337	0.00130449	0.00477006	0.001471	0.0542214	0.851955	0.0113592	0.274937	42.8971	744.081
0.0310553	604.407	52.7501	26.4447	67.3247	29.2349	41.0889	45.4533	53.9644	99.3353	71.589	94.6943	48.4942	39.3665	0.618654	0.00587717	0.0586246	0.0224927	0.20213	0.0661915	0.0283176	0.0975166	0.00247265	0.00547156	0.0165706	0.00420089	0.00222405	1.95795	5.74259	6.63423	4.37044	7.06625	4.0117	2.9811	8.53438	4.65223	7.03005	6.53604	8.78714	9.32509	8.28606	0.439176	0.105812	0.00141314	0.0596275	0.102975	0.0641147	0.17568	11.0588	293.108
0.0313577	114.643	58.1413	14.8783	57.2747	23.9827	5.91367	52.2304	53.9998	79.306	7.2467	44.7988	78.1243	34.332	0.163087	0.0367391	0.00321423	0.231259	0.0139597	0.143328	0.267257	0.00596495	0.00806231	0.742974	0.3844	0.00123805	0.0157811	9.38681	2.16023	6.35338	4.22264	7.57092	8.90848	5.58042	8.35448	4.40429	7.0765	9.01192	3.62377	5.62988	5.30768	0.450285	0.00123905	0.0869807	0.00651091	0.040164	0.216708	0.568878	9.68045	36.4191
0.032186	401.269	15.3192	13.2632	65.748	13.9814	28.1658	32.4382	95.4044	78.1649	77.9248	72.9952	61.6884	45.1702	0.00107102	0.00325858	0.0019005	0.255588	0.150626	0.220799	0.0758454	0.1381	0.00996351	0.00330426	0.00820482	0.0026459	0.270078	8.49711	2.6244	7.09312	2.91538	8.6108	5.82523	6.3442	9.03592	6.92612	9.32105	9.48604	8.61614	4.85543	5.08602	0.228665	0.00166568	0.617927	0.0596771	0.500132	0.00279091	0.0324131	99.316	106.72
0.0325333	614.025	34.7027	59.0293	81.3506	54.9953	35.2759	66.9091	40.6155	99.5108	5.08415	26.8603	56.3503	91.4469	0.0426222	0.0569999	0.00309528	0.112935	0.0217208	0.300352	0.00542453	0.0751788	0.00620277	0.118791	0.052362	0.00126495	0.00297662	5.82279	9.2662	3.85062	3.68152	2.80012	9.42223	7.85869	1.93054	1.21518	5.59358	7.58801	7.35888	8.65023	3.27714	0.296668	0.0135546	0.00434002	0.0577484	0.077038	0.96959	0.519059	9.79431	48.79
0.0325767	464.768	55.8397	35.1765	40.5355	96.2128	47.8707	30.1763	52.5376	81.4765	18.7593	91.1415	55.3012	19.7136	0.154696	0.0071122	0.00109517	0.0669774	0.0354595	0.418527	0.0220127	0.631176	0.406226	0.00371319	0.0108786	0.00573295	0.00124475	9.20693	4.69093	7.1983	4.18846	7.13406	7.11146	6.53809	6.87134	6.06471	8.84778	7.84079	8.37198	2.38345	5.91517	0.170934	0.00214069	0.045265	0.00147054	0.0875777	0.257568	0.00133684	785.566	2.85493
