"Score"	"CPUt"	"H_en"	"H_EN"	"H_wg"	"H_IWG"	"H_EWG"	"H_ptc"	"H_PTC"	"H_ci"	"H_CI"	"H_hh"	"H_HH"	"H_PH"	"kappa_WGen"	"kappa_CNen"	"kappa_CNwg"	"kappa_CIwg"	"kappa_WGwg"	"kappa_CNptc"	"kappa_CIptc"	"kappa_Bci"	"kappa_ENci"	"kappa_ENhh"	"kappa_CNhh"	"kappa_PTCCI"	"kappa_PTCHH"	"nu_CNen"	"nu_CNwg"	"nu_CIwg"	"nu_WGwg"	"nu_WGen"	"nu_CNptc"	"nu_CIptc"	"nu_Bci"	"nu_ENci"	"nu_ENhh"	"nu_CNhh"	"nu_PTCCI"	"alpha_CIwg"	"alpha_WGwg"	"r_ExoWG"	"r_EndoWG"	"r_MxferWG"	"r_LMxferWG"	"r_LMxferPTC"	"r_LMxferHH"	"C_CI"	"PTC_0"	"HH_0"
0.0510073	120.209	20.9385	80.6071	52.7239	33.3114	60.4059	55.803	89.1361	84.5222	96.4933	16.9827	49.6408	13.476	0.0785369	0.00251695	0.0712854	0.0630945	0.002381	0.227084	0.0458399	0.00106706	0.0611877	0.420153	0.180218	0.00749883	0.0463647	9.30007	7.76602	7.80671	6.27013	2.16023	3.89844	9.2002	9.79562	7.80453	3.17438	2.47309	1.16175	6.41872	1.46295	0.717374	0.00101117	0.0106522	0.290904	0.0477376	0.00164838	0.960947	3.9411	1.51527
0.0510652	9.39606	48.4782	54.6656	76.8983	69.1809	9.92651	15.1147	46.8521	98.9892	5.94351	25.7377	70.5997	81.061	0.271888	0.1324	0.00727698	0.222542	0.00424188	0.0769908	0.25653	0.0255483	0.343385	0.0508409	0.0116323	0.0194714	0.0144048	1.65152	9.42044	6.98001	8.00069	5.1885	1.1856	5.74423	6.03894	8.28204	5.00301	2.23651	6.88075	3.61366	1.89954	0.971739	0.132852	0.00305556	0.362028	0.00296401	0.193502	0.890218	361.9	547.847
0.0511637	93.115	22.2818	96.2658	64.8713	93.8635	18.9625	28.8158	90.8472	20.9333	54.3999	41.2106	12.7858	27.8464	0.0149072	0.00164566	0.00622079	0.00166594	0.0196913	0.725904	0.00898261	0.00294532	0.109228	0.00980698	0.16953	0.00418313	0.00239834	4.8632	9.99015	6.78232	4.29404	3.78402	2.32592	3.64302	4.9059	6.29992	1.71123	8.30578	4.04965	3.35364	1.85584	0.238035	0.0019088	0.00545023	0.937177	0.243194	0.11792	0.0387474	15.0456	460.176
0.051175	86.5029	68.2718	54.8923	93.584	64.6974	7.65573	56.8971	21.758	86.0815	29.4106	31.9261	11.2	31.2352	0.0324622	0.00301555	0.00168886	0.11239	0.0147259	0.0412574	0.448572	0.00898802	0.0216062	0.0429664	0.00255037	0.00400479	0.0221192	7.88091	3.76	6.92268	8.16696	4.21946	8.38011	7.97844	9.21521	4.86004	8.61677	5.7585	3.97486	1.73142	1.2925	0.0125647	0.0221835	0.00207931	0.00276867	0.0133712	0.0744021	0.186713	13.653	248.852
0.0513199	111.127	94.069	96.6608	23.8893	38.8375	69.7308	51.7266	37.8634	56.7899	46.4108	38.7616	37.394	35.2904	0.00393891	0.0424239	0.00167485	0.124358	0.0794994	0.0778951	0.00673183	0.00212183	0.0502279	0.00126675	0.00911772	0.00770342	0.0348034	5.77581	1.34959	3.82627	7.72556	7.15303	7.03614	2.54396	7.90285	8.62424	5.01346	5.85559	4.26926	1.07813	2.93776	0.00852604	0.994162	0.0250077	0.00967196	0.197272	0.00116106	0.269346	20.4216	343.935
0.0513736	237.203	17.0019	14.3465	75.277	87.7411	21.6155	28.5722	68.0017	24.9696	82.3037	63.1906	41.7121	69.4212	0.18893	0.00529701	0.00137405	0.0815734	0.047616	0.0285533	0.00239216	0.0187032	0.00361507	0.21113	0.00356056	0.00218941	0.00201376	3.36678	1.02507	9.4185	8.3114	8.51265	8.75181	4.86896	2.43273	4.08923	5.72732	7.65259	2.58958	2.94016	1.35074	0.00309063	0.00128904	0.548259	0.410888	0.0141174	0.0017229	0.49518	1.14903	11.5503
0.0515998	580.576	83.3572	84.5784	88.4718	7.1252	59.7064	52.328	80.958	62.6313	37.4289	45.1959	96.7377	76.2291	0.00118119	0.00122448	0.00250616	0.0236498	0.379379	0.00558092	0.00319975	0.00100023	0.335427	0.572359	0.0175985	0.0140773	0.0300085	8.31359	4.15939	7.75936	4.14864	1.59581	4.44893	6.75145	8.17886	7.88231	4.65378	6.59131	5.15402	7.74147	1.6885	0.0383451	0.0249668	0.00590859	0.0063441	0.576892	0.0569831	0.0958956	110.998	1.14698
0.0516082	41.2524	38.3728	36.5178	31.661	68.5526	69.2056	29.5104	34.6544	56.0454	28.6266	66.4225	77.1125	59.8089	0.0350532	0.0697572	0.0348625	0.231855	0.135639	0.941935	0.0120689	0.40653	0.277956	0.0360602	0.00599798	0.0315045	0.48225	9.9831	6.15551	6.5735	4.55893	5.44045	7.2194	6.24658	9.81023	7.31424	2.04826	1.05247	3.41374	6.94761	1.45275	0.00157681	0.0313403	0.0040977	0.230411	0.0864672	0.155293	0.592145	3.48767	2.03724
0.0516461	184.67	37.3043	27.8904	46.1426	74.3454	16.4151	61.7924	56.6103	89.0553	34.1415	48.7941	15.4069	50.4382	0.0277961	0.00176379	0.00223995	0.00219451	0.00996523	0.766082	0.0557435	0.021853	0.133371	0.21064	0.00368552	0.0114829	0.91333	7.71735	7.72649	6.53382	9.15037	9.36287	8.74113	6.51924	5.80126	8.19109	4.25684	6.85446	1.3459	1.80167	1.43891	0.529164	0.00233759	0.879225	0.0225472	0.00229892	0.0170372	0.010133	12.0268	23.4062
0.0516737	58.6052	74.1073	69.4352	24.1778	81.915	54.4994	56.3255	84.7838	14.794	59.874	36.5038	78.6351	30.709	0.076149	0.0010501	0.00442584	0.346509	0.504121	0.0661787	0.00304922	0.0179636	0.34247	0.557714	0.00409153	0.0110729	0.495544	4.60865	6.92009	8.52328	9.34035	5.21184	7.81474	2.27624	3.10632	6.43134	1.27769	9.30253	4.83461	6.60222	2.81572	0.0636702	0.542849	0.00141351	0.00664639	0.0606577	0.599432	0.239135	214.026	34.3283
0.0517019	212.709	95.9048	61.5918	53.7092	15.2218	66.7757	68.7649	52.9098	39.4835	86.6804	57.1752	5.2124	81.0854	0.00815683	0.00108341	0.0353584	0.415328	0.0994317	0.898546	0.00188544	0.0269193	0.0130347	0.719291	0.00338294	0.0300064	0.0194725	6.77245	9.65608	2.67933	6.5503	2.88343	3.88221	4.76785	8.21595	6.70275	6.77588	1.23158	5.49787	1.69622	1.56825	0.0288696	0.386378	0.0101749	0.00128747	0.00784508	0.00126135	0.0784261	1.98627	5.07925
0.0518348	167.847	51.361	86.4415	67.8839	74.8207	28.201	84.2077	41.4115	32.2776	89.4533	40.566	30.9582	37.4895	0.0233814	0.00249999	0.0385745	0.438848	0.579606	0.0986028	0.00162342	0.00186429	0.115426	0.0301274	0.00926233	0.746283	0.00601072	3.91094	4.62192	4.11702	8.06234	6.48079	8.05631	5.67012	3.49913	9.12861	1.69018	6.43332	1.24055	2.00469	5.3019	0.0144656	0.17056	0.00110371	0.218499	0.00537113	0.160593	0.00881157	243.65	7.22097
0.0518559	139.424	68.295	67.2484	41.9404	11.4315	23.6189	12.335	63.6282	47.2572	74.556	35.4819	10.8278	36.5192	0.333315	0.0163096	0.0101341	0.200648	0.0821936	0.0549851	0.0382403	0.0026451	0.221688	0.0167442	0.0313864	0.0108414	0.00189742	2.65986	6.51471	6.90605	8.22762	9.75963	1.55332	1.12561	9.20492	4.50904	7.32191	6.47865	5.72566	6.59175	1.41462	0.0018651	0.00733073	0.224682	0.570291	0.203553	0.827433	0.293411	4.42335	34.4263
0.0519641	776.261	22.4006	13.4538	61.1608	96.251	26.1247	52.6032	23.8418	27.9692	72.8915	11.6547	45.8005	61.4616	0.126311	0.0751741	0.423719	0.997579	0.249255	0.671203	0.262822	0.158507	0.583847	0.0122782	0.0815047	0.524593	0.00186109	8.12844	8.9279	2.12239	6.04678	5.28169	6.5227	9.7943	9.38342	7.8526	1.53904	4.556	9.7415	2.94235	1.36716	0.00224174	0.00154941	0.0431387	0.0567835	0.132702	0.0033169	0.816555	77.5359	5.13121
0.0520336	44.675	94.4085	5.08751	58.61	68.8083	14.6501	68.202	66.8091	21.2254	46.4429	8.62558	38.0367	98.0459	0.0357506	0.00420473	0.00130806	0.0257624	0.215507	0.529254	0.00663355	0.227026	0.367808	0.00236595	0.0199685	0.00106846	0.153469	8.12025	4.43594	5.0185	9.78983	2.03613	2.32543	1.82235	3.86132	2.51308	9.92938	8.74553	3.54134	1.60536	1.90137	0.00907743	0.00372071	0.00294437	0.0924829	0.0637055	0.00491546	0.00281425	3.39473	9.94996
0.0520587	43.0287	96.4954	7.92422	92.3907	25.2721	7.66379	31.6507	87.9373	79.9138	74.4203	55.7259	36.01	42.6023	0.00733172	0.00231048	0.00151371	0.698194	0.0346266	0.958414	0.323099	0.0780037	0.191592	0.146604	0.023234	0.110691	0.00286742	9.12787	6.23718	5.30284	4.43071	8.35161	3.84556	9.49873	2.67476	8.39735	6.1967	1.83975	5.38134	5.96828	3.58776	0.105348	0.00164772	0.634663	0.00222454	0.085025	0.993435	0.0809383	7.99825	11.5932
0.0521092	181.141	17.8163	10.3567	26.7627	24.4304	9.42337	13.3897	88.9676	48.2466	14.7879	42.4318	79.8835	70.9219	0.0908595	0.00185697	0.174337	0.31791	0.0962332	0.71122	0.133452	0.486848	0.258463	0.147062	0.0729571	0.0258299	0.00133556	3.99722	2.48436	9.3721	5.80017	7.51242	6.34658	3.59213	9.72249	7.54268	5.13094	4.26655	3.98246	1.31793	1.39246	0.0165777	0.0709147	0.00244898	0.0320151	0.15561	0.0120117	0.753885	15.0039	74.966
0.0523205	210.942	97.2358	15.0616	61.4192	66.4388	20.4403	36.926	94.3365	18.7194	19.3377	11.6977	29.1933	29.6169	0.284573	0.0015988	0.00936831	0.00652344	0.0955972	0.0889022	0.00263135	0.0197744	0.00119573	0.00129323	0.00120928	0.00119871	0.552423	5.82457	8.09475	1.24433	4.71226	6.07349	6.95308	2.70593	3.52218	1.06399	3.54341	2.30098	5.01733	1.11799	1.35411	0.0106604	0.00132431	0.160136	0.135456	0.0899127	0.00270358	0.430436	8.25754	1.25899
0.0524658	179.486	35.6648	22.0363	13.1642	91.1543	43.2039	56.53	26.6446	64.2429	59.0579	38.9828	52.5249	63.0613	0.00403132	0.00744693	0.00152473	0.00713773	0.251161	0.00821157	0.0109392	0.216623	0.415393	0.0328926	0.0402112	0.00662759	0.00152248	9.71918	9.94545	5.32732	2.94696	6.49658	8.72238	3.85431	5.6412	9.75185	6.38239	5.75423	4.26001	2.72337	1.46203	0.00109646	0.27583	0.00751703	0.00972301	0.446183	0.0364137	0.358256	92.4748	156.981
0.0525381	152.128	83.4759	53.9291	16.2268	59.0828	63.8212	89.5948	36.1191	59.0214	89.2632	92.5008	51.6615	54.9897	0.00822372	0.0156528	0.00247053	0.255343	0.107625	0.125885	0.316597	0.469692	0.603007	0.00688542	0.0107285	0.010359	0.0121852	5.21661	7.93921	9.31812	5.08536	7.50397	3.70643	3.09546	9.99506	3.31756	2.08109	5.28844	2.30829	5.7261	2.72963	0.502837	0.25172	0.0011735	0.0147896	0.0106196	0.161098	0.26155	2.58511	148.136
0.0525533	106.556	18.4844	86.8283	14.4064	77.154	54.2519	62.2717	66.9726	41.3956	68.7572	75.0095	34.1769	74.7094	0.107601	0.00123747	0.00317999	0.360675	0.0603067	0.0177056	0.00646368	0.0150223	0.0489545	0.148433	0.00579712	0.00555273	0.0918104	7.51778	5.14623	2.32946	3.19796	6.34903	3.39038	4.68923	4.67421	2.81803	4.59311	4.07105	9.6304	9.33359	1.50841	0.0523341	0.00773797	0.00148413	0.0182218	0.0173984	0.00133601	0.0234762	403.826	45.9254
